,比赛日期,主队,比分,客队
2069,2008-12-13 20:45,米德尔,1-1,阿森纳
2070,2009-01-15 04:00,曼联,1-0,维冈
2071,2008-12-23 04:00,埃弗顿,0-0,切尔西
2072,2008-12-21 23:59,阿森纳,1-1,利物浦
2073,2008-12-21 23:00,纽卡斯,2-1,热刺
2074,2008-12-21 21:30,西布罗姆,2-1,曼城
2075,2008-12-21 01:30,西汉姆,0-1,维拉
2076,2008-12-20 23:00,赫尔城,1-4,桑德兰
2077,2008-12-20 23:00,富勒姆,3-0,米德尔
2078,2008-12-20 23:00,博尔顿,2-1,朴茨茅
2079,2008-12-20 23:00,布莱克本,3-0,斯托克
2080,2008-12-27 01:15,维拉,2-2,阿森纳
2081,2008-12-26 23:00,维冈,2-1,纽卡斯
2082,2008-12-26 23:00,桑德兰,0-0,布莱克本
2083,2008-12-26 23:00,米德尔,0-1,埃弗顿
2084,2008-12-26 23:00,曼城,5-1,赫尔城
2085,2008-12-26 23:00,利物浦,3-0,博尔顿
2086,2008-12-26 21:00,热刺,0-0,富勒姆
2087,2008-12-26 21:00,朴茨茅,1-4,西汉姆
2088,2008-12-26 21:00,切尔西,2-0,西布罗姆
2089,2008-12-26 20:45,斯托克,0-1,曼联
2090,2008-12-31 04:00,赫尔城,0-1,维拉
2091,2008-12-30 04:00,曼联,1-0,米德尔
2092,2008-12-29 00:15,布莱克本,2-2,曼城
2093,2008-12-28 22:00,西汉姆,2-1,斯托克
2094,2008-12-28 22:00,西布罗姆,2-0,热刺
2095,2008-12-28 22:00,富勒姆,2-2,切尔西
2096,2008-12-28 22:00,埃弗顿,3-0,桑德兰
2097,2008-12-28 22:00,博尔顿,0-1,维冈
2098,2008-12-28 22:00,阿森纳,1-0,朴茨茅
2099,2008-12-28 20:00,纽卡斯,1-5,利物浦
2100,2009-03-12 04:00,富勒姆,1-2,布莱克本
2101,2009-02-14 23:00,朴茨茅,2-0,曼城
2102,2009-01-11 23:59,曼联,3-0,切尔西
2103,2009-01-11 21:30,维冈,1-0,热刺
2104,2009-01-11 01:30,斯托克,0-0,利物浦
2105,2009-01-10 23:00,纽卡斯,2-2,西汉姆
2106,2009-01-10 23:00,米德尔,1-1,桑德兰
2107,2009-01-10 23:00,埃弗顿,2-0,赫尔城
2108,2009-01-10 23:00,阿森纳,1-0,博尔顿
2109,2009-01-10 20:45,维拉,2-1,西布罗姆
2110,2009-01-20 04:00,利物浦,1-1,埃弗顿
2111,2009-01-18 23:59,热刺,1-1,朴茨茅
2112,2009-01-18 21:30,西汉姆,3-1,富勒姆
2113,2009-01-18 01:30,赫尔城,1-3,阿森纳
2114,2009-01-17 23:00,西布罗姆,3-0,米德尔
2115,2009-01-17 23:00,桑德兰,1-2,维拉
2116,2009-01-17 23:00,曼城,1-0,维冈
2117,2009-01-17 23:00,切尔西,2-1,斯托克
2118,2009-01-17 23:00,博尔顿,0-1,曼联
2119,2009-01-17 23:00,布莱克本,3-0,纽卡斯
2120,2009-01-29 04:00,埃弗顿,1-1,阿森纳
2121,2009-01-29 04:00,布莱克本,2-2,博尔顿
2122,2009-01-29 04:00,西汉姆,2-0,赫尔城
2123,2009-01-29 03:45,曼城,2-1,纽卡斯
2124,2009-01-29 03:45,切尔西,2-0,米德尔
2125,2009-01-29 03:45,维冈,1-1,利物浦
2126,2009-01-28 04:15,西布罗姆,0-5,曼联
2127,2009-01-28 04:00,热刺,3-1,斯托克
2128,2009-01-28 04:00,朴茨茅,0-1,维拉
2129,2009-01-28 03:45,桑德兰,1-0,富勒姆
2130,2009-02-01 23:59,利物浦,2-0,切尔西
2131,2009-02-01 21:30,纽卡斯,1-1,桑德兰
2132,2009-02-01 01:30,曼联,1-0,埃弗顿
2133,2009-01-31 23:00,米德尔,0-0,布莱克本
2134,2009-01-31 23:00,赫尔城,2-2,西布罗姆
2135,2009-01-31 23:00,富勒姆,3-1,朴茨茅
2136,2009-01-31 23:00,博尔顿,3-2,热刺
2137,2009-01-31 23:00,维拉,0-0,维冈
2138,2009-01-31 23:00,阿森纳,0-0,西汉姆
2139,2009-01-31 20:45,斯托克,1-0,曼城
2140,2009-02-08 23:59,西汉姆,0-1,曼联
2141,2009-02-08 21:30,热刺,0-0,阿森纳
2142,2009-02-08 01:30,朴茨茅,2-3,利物浦
2143,2009-02-07 23:00,维冈,0-0,富勒姆
2144,2009-02-07 23:00,西布罗姆,2-3,纽卡斯
2145,2009-02-07 23:00,桑德兰,2-0,斯托克
2146,2009-02-07 23:00,埃弗顿,3-0,博尔顿
2147,2009-02-07 23:00,切尔西,0-0,赫尔城
2148,2009-02-07 23:00,布莱克本,0-2,维拉
2149,2009-02-07 20:45,曼城,1-0,米德尔
2150,2009-02-24 04:00,赫尔城,1-2,热刺
2151,2009-02-22 23:59,纽卡斯,0-0,埃弗顿
2152,2009-02-22 23:00,利物浦,1-1,曼城
2153,2009-02-22 21:30,富勒姆,2-0,西布罗姆
2154,2009-02-22 01:30,曼联,2-1,布莱克本
2155,2009-02-21 23:00,斯托克,2-2,朴茨茅
2156,2009-02-21 23:00,米德尔,0-0,维冈
2157,2009-02-21 23:00,博尔顿,2-1,西汉姆
2158,2009-02-21 23:00,阿森纳,0-0,桑德兰
2159,2009-02-21 20:45,维拉,0-1,切尔西
2160,2009-04-23 03:00,曼联,2-0,朴茨茅
2161,2009-03-07 23:00,桑德兰,1-1,热刺
2162,2009-03-01 23:00,维拉,2-2,斯托克
2163,2009-03-01 21:00,博尔顿,1-0,纽卡斯
2164,2009-03-01 20:30,西汉姆,1-0,曼城
2165,2009-03-01 20:30,赫尔城,1-2,布莱克本
2166,2009-02-28 23:00,米德尔,2-0,利物浦
2167,2009-02-28 23:00,切尔西,2-1,维冈
2168,2009-02-28 23:00,阿森纳,0-0,富勒姆
2169,2009-02-28 20:45,埃弗顿,2-0,西布罗姆
2170,2009-03-05 04:00,富勒姆,0-1,赫尔城
2171,2009-03-05 04:00,布莱克本,0-0,埃弗顿
2172,2009-03-05 04:00,热刺,4-0,米德尔
2173,2009-03-05 03:45,纽卡斯,1-2,曼联
2174,2009-03-05 03:45,曼城,2-0,维拉
2175,2009-03-05 03:45,维冈,0-1,西汉姆
2176,2009-03-05 03:45,斯托克,2-0,博尔顿
2177,2009-03-04 04:00,利物浦,2-0,桑德兰
2178,2009-03-04 03:45,西布罗姆,1-3,阿森纳
2179,2009-03-04 03:45,朴茨茅,0-1,切尔西
2180,2009-03-17 04:00,西汉姆,0-0,西布罗姆
2181,2009-03-15 23:59,维拉,1-2,热刺
2182,2009-03-15 21:30,切尔西,1-0,曼城
2183,2009-03-14 23:00,桑德兰,1-2,维冈
2184,2009-03-14 23:00,米德尔,1-1,朴茨茅
2185,2009-03-14 23:00,赫尔城,1-1,纽卡斯
2186,2009-03-14 23:00,埃弗顿,3-1,斯托克
2187,2009-03-14 23:00,博尔顿,1-3,富勒姆
2188,2009-03-14 23:00,阿森纳,4-0,布莱克本
2189,2009-03-14 20:45,曼联,1-4,利物浦
2190,2009-03-22 23:59,利物浦,5-0,维拉
2191,2009-03-22 23:00,曼城,1-0,桑德兰
2192,2009-03-22 21:30,维冈,1-0,赫尔城
2193,2009-03-22 01:30,纽卡斯,1-3,阿森纳
2194,2009-03-21 23:30,热刺,1-0,切尔西
2195,2009-03-21 23:00,西布罗姆,1-1,博尔顿
2196,2009-03-21 23:00,斯托克,1-0,米德尔
2197,2009-03-21 23:00,富勒姆,2-0,曼联
2198,2009-03-21 23:00,布莱克本,1-1,西汉姆
2199,2009-03-21 20:45,朴茨茅,2-1,埃弗顿
2200,2009-04-05 23:00,曼联,3-2,维拉
2201,2009-04-05 22:00,埃弗顿,4-0,维冈
2202,2009-04-05 00:30,富勒姆,0-1,利物浦
2203,2009-04-04 22:00,西汉姆,2-0,桑德兰
2204,2009-04-04 22:00,西布罗姆,0-2,斯托克
2205,2009-04-04 22:00,纽卡斯,0-2,切尔西
2206,2009-04-04 22:00,赫尔城,0-0,朴茨茅
2207,2009-04-04 22:00,博尔顿,4-1,米德尔
2208,2009-04-04 22:00,阿森纳,2-0,曼城
2209,2009-04-04 19:45,布莱克本,2-1,热刺
2210,2009-04-12 23:10,曼城,1-3,富勒姆
2211,2009-04-12 21:00,维拉,3-3,埃弗顿
2212,2009-04-12 00:30,斯托克,1-1,纽卡斯
2213,2009-04-11 22:00,维冈,1-4,阿森纳
2214,2009-04-11 22:00,热刺,1-0,西汉姆
2215,2009-04-11 22:00,桑德兰,1-2,曼联
2216,2009-04-11 22:00,朴茨茅,2-2,西布罗姆
2217,2009-04-11 22:00,米德尔,3-1,赫尔城
2218,2009-04-11 22:00,切尔西,4-3,博尔顿
2219,2009-04-11 19:45,利物浦,4-0,布莱克本
2220,2009-05-14 03:00,维冈,1-2,曼联
2221,2009-04-23 03:00,切尔西,0-0,埃弗顿
2222,2009-04-22 03:00,利物浦,4-4,阿森纳
2223,2009-04-19 22:00,曼城,4-2,西布罗姆
2224,2009-04-19 20:30,热刺,1-0,纽卡斯
2225,2009-04-18 22:00,桑德兰,1-0,赫尔城
2226,2009-04-18 22:00,斯托克,1-0,布莱克本
2227,2009-04-18 22:00,朴茨茅,1-0,博尔顿
2228,2009-04-18 22:00,米德尔,0-0,富勒姆
2229,2009-04-18 22:00,维拉,1-1,西汉姆
2230,2009-04-28 03:00,纽卡斯,0-0,朴茨茅
2231,2009-04-26 23:00,布莱克本,2-0,维冈
2232,2009-04-26 20:30,阿森纳,2-0,米德尔
2233,2009-04-26 00:30,曼联,5-2,热刺
2234,2009-04-25 22:00,西汉姆,0-1,切尔西
2235,2009-04-25 22:00,西布罗姆,3-0,桑德兰
2236,2009-04-25 22:00,赫尔城,1-3,利物浦
2237,2009-04-25 22:00,富勒姆,1-0,斯托克
2238,2009-04-25 22:00,埃弗顿,1-2,曼城
2239,2009-04-25 22:00,博尔顿,1-1,维拉
2240,2009-05-05 03:00,维拉,1-0,赫尔城
2241,2009-05-03 23:00,桑德兰,0-2,埃弗顿
2242,2009-05-03 20:30,利物浦,3-0,纽卡斯
2243,2009-05-02 22:00,维冈,0-0,博尔顿
2244,2009-05-02 22:00,热刺,1-0,西布罗姆
2245,2009-05-02 22:00,斯托克,0-1,西汉姆
2246,2009-05-02 22:00,朴茨茅,0-3,阿森纳
2247,2009-05-02 22:00,曼城,3-1,布莱克本
2248,2009-05-02 22:00,切尔西,3-1,富勒姆
2249,2009-05-02 19:45,米德尔,0-2,曼联
2250,2009-05-12 03:00,纽卡斯,3-1,米德尔
2251,2009-05-10 23:00,阿森纳,1-4,切尔西
2252,2009-05-10 20:30,曼联,2-0,曼城
2253,2009-05-10 00:30,西汉姆,0-3,利物浦
2254,2009-05-09 22:00,西布罗姆,3-1,维冈
2255,2009-05-09 22:00,赫尔城,1-2,斯托克
2256,2009-05-09 22:00,富勒姆,3-1,维拉
2257,2009-05-09 22:00,埃弗顿,0-0,热刺
2258,2009-05-09 22:00,博尔顿,0-0,桑德兰
2259,2009-05-09 22:00,布莱克本,2-0,朴茨茅
2260,2009-05-19 03:00,朴茨茅,3-1,桑德兰
2261,2009-05-17 23:00,切尔西,2-0,布莱克本
2262,2009-05-17 20:30,西布罗姆,0-2,利物浦
2263,2009-05-16 22:00,热刺,2-1,曼城
2264,2009-05-16 22:00,斯托克,2-0,维冈
2265,2009-05-16 22:00,纽卡斯,0-1,富勒姆
2266,2009-05-16 22:00,米德尔,1-1,维拉
2267,2009-05-16 22:00,埃弗顿,3-1,西汉姆
2268,2009-05-16 22:00,博尔顿,1-1,赫尔城
2269,2009-05-16 19:45,曼联,0-0,阿森纳
2270,2009-05-24 23:00,阿森纳,4-1,斯托克
2271,2009-05-24 23:00,西汉姆,2-1,米德尔
2272,2009-05-24 23:00,桑德兰,2-3,切尔西
2273,2009-05-24 23:00,曼城,1-0,博尔顿
2274,2009-05-24 23:00,利物浦,3-1,热刺
2275,2009-05-24 23:00,赫尔城,0-1,曼联
2276,2009-05-24 23:00,富勒姆,0-2,埃弗顿
2277,2009-05-24 23:00,布莱克本,0-0,西布罗姆
2278,2009-05-24 23:00,维拉,1-0,纽卡斯
2279,2009-05-24 23:00,维冈,1-0,朴茨茅
2280,2009-08-16 23:00,热刺,2-1,利物浦
2281,2009-08-16 20:30,曼联,1-0,伯明翰
2282,2009-08-16 00:30,埃弗顿,1-6,阿森纳
2283,2009-08-15 22:00,狼队,0-2,西汉姆
2284,2009-08-15 22:00,斯托克,2-0,伯恩利
2285,2009-08-15 22:00,朴茨茅,0-1,富勒姆
2286,2009-08-15 22:00,博尔顿,0-1,桑德兰
2287,2009-08-15 22:00,布莱克本,0-2,曼城
2288,2009-08-15 22:00,维拉,0-2,维冈
2289,2009-08-15 19:45,切尔西,2-1,赫尔城
2290,2010-03-25 03:45,曼城,0-2,埃弗顿
2291,2010-01-21 03:45,阿森纳,4-2,博尔顿
2292,2009-11-26 04:00,富勒姆,3-0,布莱克本
2293,2009-11-05 03:45,西汉姆,2-1,维拉
2294,2009-08-20 03:00,利物浦,4-0,斯托克
2295,2009-08-20 02:45,赫尔城,1-5,热刺
2296,2009-08-20 02:45,伯恩利,1-0,曼联
2297,2009-08-20 02:45,伯明翰,1-0,朴茨茅
2298,2009-08-19 02:45,维冈,0-1,狼队
2299,2009-08-19 02:45,桑德兰,1-3,切尔西
2300,2009-08-25 03:00,利物浦,1-3,维拉
2301,2009-08-23 23:00,富勒姆,0-2,切尔西
2302,2009-08-23 22:00,伯恩利,1-0,埃弗顿
2303,2009-08-23 20:30,西汉姆,1-2,热刺
2304,2009-08-22 22:00,维冈,0-5,曼联
2305,2009-08-22 22:00,桑德兰,2-1,布莱克本
2306,2009-08-22 22:00,曼城,1-0,狼队
2307,2009-08-22 22:00,赫尔城,1-0,博尔顿
2308,2009-08-22 22:00,伯明翰,0-0,斯托克
2309,2009-08-22 22:00,阿森纳,4-1,朴茨茅
2310,2009-08-30 23:00,维拉,2-0,富勒姆
2311,2009-08-30 22:00,埃弗顿,2-1,维冈
2312,2009-08-30 20:30,朴茨茅,0-1,曼城
2313,2009-08-30 00:15,曼联,2-1,阿森纳
2314,2009-08-29 22:00,狼队,1-1,赫尔城
2315,2009-08-29 22:00,热刺,2-1,伯明翰
2316,2009-08-29 22:00,斯托克,1-0,桑德兰
2317,2009-08-29 22:00,博尔顿,2-3,利物浦
2318,2009-08-29 22:00,布莱克本,0-0,西汉姆
2319,2009-08-29 19:45,切尔西,3-0,伯恩利
2320,2009-09-13 23:15,富勒姆,2-1,埃弗顿
2321,2009-09-13 19:00,伯明翰,0-1,维拉
2322,2009-09-13 00:30,热刺,1-3,曼联
2323,2009-09-12 22:00,维冈,1-0,西汉姆
2324,2009-09-12 22:00,桑德兰,4-1,赫尔城
2325,2009-09-12 22:00,斯托克,1-2,切尔西
2326,2009-09-12 22:00,朴茨茅,2-3,博尔顿
2327,2009-09-12 22:00,曼城,4-2,阿森纳
2328,2009-09-12 22:00,利物浦,4-0,伯恩利
2329,2009-09-12 22:00,布莱克本,3-1,狼队
2330,2009-09-20 23:00,切尔西,3-0,热刺
2331,2009-09-20 22:00,埃弗顿,3-0,布莱克本
2332,2009-09-20 21:00,狼队,2-1,富勒姆
2333,2009-09-20 20:30,曼联,4-3,曼城
2334,2009-09-20 00:30,西汉姆,2-3,利物浦
2335,2009-09-19 22:00,赫尔城,0-1,伯明翰
2336,2009-09-19 22:00,博尔顿,1-1,斯托克
2337,2009-09-19 22:00,维拉,2-0,朴茨茅
2338,2009-09-19 22:00,阿森纳,4-0,维冈
2339,2009-09-19 19:45,伯恩利,3-1,桑德兰
2340,2009-09-29 03:00,曼城,3-1,西汉姆
2341,2009-09-27 23:00,桑德兰,5-2,狼队
2342,2009-09-27 00:30,富勒姆,0-1,阿森纳
2343,2009-09-26 22:00,维冈,3-1,切尔西
2344,2009-09-26 22:00,热刺,5-0,伯恩利
2345,2009-09-26 22:00,斯托克,0-2,曼联
2346,2009-09-26 22:00,利物浦,6-1,赫尔城
2347,2009-09-26 22:00,布莱克本,2-1,维拉
2348,2009-09-26 22:00,伯明翰,1-2,博尔顿
2349,2009-09-26 19:45,朴茨茅,0-1,埃弗顿
2350,2009-10-06 03:00,维拉,1-1,曼城
2351,2009-10-04 23:00,切尔西,2-0,利物浦
2352,2009-10-04 22:00,西汉姆,2-2,富勒姆
2353,2009-10-04 22:00,埃弗顿,1-1,斯托克
2354,2009-10-04 20:30,阿森纳,6-2,布莱克本
2355,2009-10-04 00:30,曼联,2-2,桑德兰
2356,2009-10-03 22:00,狼队,0-1,朴茨茅
2357,2009-10-03 22:00,赫尔城,2-1,维冈
2358,2009-10-03 22:00,伯恩利,2-1,伯明翰
2359,2009-10-03 22:00,博尔顿,2-2,热刺
2360,2009-10-20 03:00,富勒姆,2-0,赫尔城
2361,2009-10-18 23:00,维冈,1-1,曼城
2362,2009-10-18 20:00,布莱克本,3-2,伯恩利
2363,2009-10-17 22:00,桑德兰,1-0,利物浦
2364,2009-10-17 22:00,斯托克,2-1,西汉姆
2365,2009-10-17 22:00,朴茨茅,1-2,热刺
2366,2009-10-17 22:00,曼联,2-1,博尔顿
2367,2009-10-17 22:00,埃弗顿,1-1,狼队
2368,2009-10-17 22:00,阿森纳,3-1,伯明翰
2369,2009-10-17 19:45,维拉,2-1,切尔西
2370,2009-10-26 00:15,西汉姆,2-2,阿森纳
2371,2009-10-25 23:00,曼城,2-2,富勒姆
2372,2009-10-25 22:00,利物浦,2-0,曼联
2373,2009-10-25 21:30,博尔顿,3-2,埃弗顿
2374,2009-10-25 00:30,切尔西,5-0,布莱克本
2375,2009-10-24 22:00,热刺,0-1,斯托克
2376,2009-10-24 22:00,赫尔城,0-0,朴茨茅
2377,2009-10-24 22:00,伯恩利,1-3,维冈
2378,2009-10-24 22:00,伯明翰,2-1,桑德兰
2379,2009-10-24 19:45,狼队,1-1,维拉
2380,2009-11-01 23:59,伯明翰,0-0,曼城
2381,2009-11-01 01:30,曼联,2-0,布莱克本
2382,2009-10-31 23:00,斯托克,2-2,狼队
2383,2009-10-31 23:00,桑德兰,2-2,西汉姆
2384,2009-10-31 23:00,朴茨茅,4-0,维冈
2385,2009-10-31 23:00,富勒姆,3-1,利物浦
2386,2009-10-31 23:00,埃弗顿,1-1,维拉
2387,2009-10-31 23:00,伯恩利,2-0,赫尔城
2388,2009-10-31 23:00,博尔顿,0-4,切尔西
2389,2009-10-31 20:45,阿森纳,3-0,热刺
2390,2009-11-10 04:00,利物浦,2-2,伯明翰
2391,2009-11-08 23:59,切尔西,1-0,曼联
2392,2009-11-08 23:00,维冈,1-1,富勒姆
2393,2009-11-08 23:00,西汉姆,1-2,埃弗顿
2394,2009-11-08 21:30,赫尔城,2-1,斯托克
2395,2009-11-08 01:30,狼队,1-4,阿森纳
2396,2009-11-07 23:00,热刺,2-0,桑德兰
2397,2009-11-07 23:00,曼城,3-3,伯恩利
2398,2009-11-07 23:00,布莱克本,3-1,朴茨茅
2399,2009-11-07 23:00,维拉,5-1,博尔顿
2400,2009-11-22 23:59,斯托克,1-0,朴茨茅
2401,2009-11-22 23:00,热刺,9-1,维冈
2402,2009-11-22 21:30,博尔顿,0-2,布莱克本
2403,2009-11-22 01:30,曼联,3-0,埃弗顿
2404,2009-11-21 23:00,桑德兰,1-0,阿森纳
2405,2009-11-21 23:00,赫尔城,3-3,西汉姆
2406,2009-11-21 23:00,切尔西,4-0,狼队
2407,2009-11-21 23:00,伯恩利,1-1,维拉
2408,2009-11-21 23:00,伯明翰,1-0,富勒姆
2409,2009-11-21 20:45,利物浦,2-2,曼城
2410,2009-11-29 23:59,阿森纳,0-3,切尔西
2411,2009-11-29 21:30,埃弗顿,0-2,利物浦
2412,2009-11-29 20:00,狼队,0-1,伯明翰
2413,2009-11-29 01:30,维拉,1-1,热刺
2414,2009-11-28 23:00,维冈,1-0,桑德兰
2415,2009-11-28 23:00,西汉姆,5-3,伯恩利
2416,2009-11-28 23:00,朴茨茅,1-4,曼联
2417,2009-11-28 23:00,曼城,1-1,赫尔城
2418,2009-11-28 23:00,富勒姆,1-1,博尔顿
2419,2009-11-28 23:00,布莱克本,0-0,斯托克
2420,2009-12-06 23:59,埃弗顿,2-2,热刺
2421,2009-12-06 23:00,富勒姆,1-0,桑德兰
2422,2009-12-06 01:30,曼城,2-1,切尔西
2423,2009-12-05 23:00,狼队,2-1,博尔顿
2424,2009-12-05 23:00,维冈,2-3,伯明翰
2425,2009-12-05 23:00,西汉姆,0-4,曼联
2426,2009-12-05 23:00,布莱克本,0-0,利物浦
2427,2009-12-05 23:00,维拉,3-0,赫尔城
2428,2009-12-05 23:00,阿森纳,2-0,斯托克
2429,2009-12-05 20:45,朴茨茅,2-0,伯恩利
2430,2009-12-13 23:59,利物浦,1-2,阿森纳
2431,2009-12-13 01:30,曼联,0-1,维拉
2432,2009-12-12 23:00,热刺,0-1,狼队
2433,2009-12-12 23:00,桑德兰,1-1,朴茨茅
2434,2009-12-12 23:00,赫尔城,0-0,布莱克本
2435,2009-12-12 23:00,切尔西,3-3,埃弗顿
2436,2009-12-12 23:00,伯恩利,1-1,富勒姆
2437,2009-12-12 23:00,博尔顿,3-3,曼城
2438,2009-12-12 23:00,伯明翰,1-0,西汉姆
2439,2009-12-12 20:45,斯托克,2-2,维冈
2440,2010-01-06 03:45,斯托克,3-2,富勒姆
2441,2009-12-17 04:00,利物浦,2-1,维冈
2442,2009-12-17 04:00,热刺,3-0,曼城
2443,2009-12-17 03:45,切尔西,2-1,朴茨茅
2444,2009-12-17 03:45,伯恩利,1-1,阿森纳
2445,2009-12-16 04:00,曼联,3-0,狼队
2446,2009-12-16 04:00,博尔顿,3-1,西汉姆
2447,2009-12-16 04:00,伯明翰,2-1,布莱克本
2448,2009-12-16 03:45,桑德兰,0-2,维拉
2449,2009-11-26 03:45,赫尔城,3-2,埃弗顿
2450,2010-02-18 04:00,维冈,0-0,博尔顿
2451,2009-12-20 23:59,西汉姆,1-1,切尔西
2452,2009-12-20 23:00,埃弗顿,1-1,伯明翰
2453,2009-12-20 21:30,狼队,2-0,伯恩利
2454,2009-12-20 01:30,阿森纳,3-0,赫尔城
2455,2009-12-19 23:00,曼城,4-3,桑德兰
2456,2009-12-19 23:00,富勒姆,3-0,曼联
2457,2009-12-19 23:00,布莱克本,0-2,热刺
2458,2009-12-19 23:00,维拉,1-0,斯托克
2459,2009-12-19 20:45,朴茨茅,2-0,利物浦
2460,2009-12-27 23:59,赫尔城,1-3,曼联
2461,2009-12-27 21:30,阿森纳,3-0,维拉
2462,2009-12-27 01:30,利物浦,2-0,狼队
2463,2009-12-26 23:00,维冈,1-1,布莱克本
2464,2009-12-26 23:00,桑德兰,1-1,埃弗顿
2465,2009-12-26 23:00,曼城,2-0,斯托克
2466,2009-12-26 22:00,伯恩利,1-1,博尔顿
2467,2009-12-26 21:00,西汉姆,2-0,朴茨茅
2468,2009-12-26 21:00,富勒姆,0-0,热刺
2469,2009-12-26 20:45,伯明翰,0-0,切尔西
2470,2009-12-31 04:00,曼联,5-0,维冈
2471,2009-12-31 03:45,朴茨茅,1-4,阿森纳
2472,2009-12-30 04:00,博尔顿,2-2,赫尔城
2473,2009-12-30 03:45,维拉,0-1,利物浦
2474,2009-12-29 03:45,狼队,0-3,曼城
2475,2009-12-28 23:00,斯托克,0-1,伯明翰
2476,2009-12-28 23:00,埃弗顿,2-0,伯恩利
2477,2009-12-28 23:00,切尔西,2-1,富勒姆
2478,2009-12-28 23:00,布莱克本,2-2,桑德兰
2479,2009-12-28 20:45,热刺,2-0,西汉姆
2480,2010-03-24 04:00,西汉姆,1-3,狼队
2481,2010-03-17 03:45,维冈,1-2,维拉
2482,2010-03-11 03:45,伯恩利,1-1,斯托克
2483,2010-03-10 03:45,桑德兰,4-0,博尔顿
2484,2010-02-04 04:00,富勒姆,1-0,朴茨茅
2485,2010-02-03 03:45,赫尔城,1-1,切尔西
2486,2010-01-21 04:00,利物浦,2-0,热刺
2487,2010-01-12 04:00,曼城,4-1,布莱克本
2488,2010-01-10 01:30,伯明翰,1-1,曼联
2489,2010-01-09 23:00,阿森纳,2-2,埃弗顿
2490,2010-03-10 03:45,朴茨茅,1-2,伯明翰
2491,2010-01-17 23:59,博尔顿,0-2,阿森纳
2492,2010-01-17 23:00,布莱克本,2-0,富勒姆
2493,2010-01-17 21:30,维拉,0-0,西汉姆
2494,2010-01-17 01:30,埃弗顿,2-0,曼城
2495,2010-01-16 23:00,狼队,0-2,维冈
2496,2010-01-16 23:00,热刺,0-0,赫尔城
2497,2010-01-16 23:00,曼联,3-0,伯恩利
2498,2010-01-16 23:00,切尔西,7-2,桑德兰
2499,2010-01-16 20:45,斯托克,1-1,利物浦
2500,2010-02-17 03:45,斯托克,1-1,曼城
2501,2010-01-28 04:00,布莱克本,2-1,维冈
2502,2010-01-28 04:00,埃弗顿,2-0,桑德兰
2503,2010-01-28 03:45,切尔西,3-0,伯明翰
2504,2010-01-28 03:45,维拉,0-0,阿森纳
2505,2010-01-27 04:00,热刺,2-0,富勒姆
2506,2010-01-27 04:00,博尔顿,1-0,伯恩利
2507,2010-01-27 03:45,狼队,0-0,利物浦
2508,2010-01-27 03:45,朴茨茅,1-1,西汉姆
2509,2010-01-23 23:00,曼联,4-0,赫尔城
2510,2010-02-02 04:00,桑德兰,0-0,斯托克
2511,2010-01-31 23:59,阿森纳,1-3,曼联
2512,2010-01-31 21:30,曼城,2-0,朴茨茅
2513,2010-01-31 01:30,伯恩利,1-2,切尔西
2514,2010-01-30 23:00,维冈,0-1,埃弗顿
2515,2010-01-30 23:00,西汉姆,0-0,布莱克本
2516,2010-01-30 23:00,利物浦,2-0,博尔顿
2517,2010-01-30 23:00,赫尔城,2-2,狼队
2518,2010-01-30 23:00,富勒姆,0-2,维拉
2519,2010-01-30 23:00,伯明翰,1-1,热刺
2520,2010-02-07 23:59,切尔西,2-0,阿森纳
2521,2010-02-07 21:30,伯明翰,2-1,狼队
2522,2010-02-07 01:30,热刺,0-0,维拉
2523,2010-02-06 23:00,桑德兰,1-1,维冈
2524,2010-02-06 23:00,斯托克,3-0,布莱克本
2525,2010-02-06 23:00,曼联,5-0,朴茨茅
2526,2010-02-06 23:00,赫尔城,2-1,曼城
2527,2010-02-06 23:00,伯恩利,2-1,西汉姆
2528,2010-02-06 23:00,博尔顿,0-0,富勒姆
2529,2010-02-06 20:45,利物浦,1-0,埃弗顿
2530,2010-02-11 04:00,布莱克本,1-0,赫尔城
2531,2010-02-11 04:00,埃弗顿,2-1,切尔西
2532,2010-02-11 03:45,维拉,1-1,曼联
2533,2010-02-11 03:45,狼队,1-0,热刺
2534,2010-02-11 03:45,西汉姆,2-0,伯明翰
2535,2010-02-11 03:45,阿森纳,1-0,利物浦
2536,2010-02-10 04:00,富勒姆,3-0,伯恩利
2537,2010-02-10 03:45,曼城,2-0,博尔顿
2538,2010-02-10 03:45,维冈,1-1,斯托克
2539,2010-02-10 03:45,朴茨茅,1-1,桑德兰
2540,2010-02-22 00:15,维冈,0-3,热刺
2541,2010-02-21 23:00,曼城,0-0,利物浦
2542,2010-02-21 23:00,富勒姆,2-1,伯明翰
2543,2010-02-21 22:00,维拉,5-2,伯恩利
2544,2010-02-21 20:00,布莱克本,3-0,博尔顿
2545,2010-02-21 01:30,朴茨茅,1-2,斯托克
2546,2010-02-20 23:00,狼队,0-2,切尔西
2547,2010-02-20 23:00,西汉姆,3-0,赫尔城
2548,2010-02-20 23:00,阿森纳,2-0,桑德兰
2549,2010-02-20 20:45,埃弗顿,3-1,曼联
2550,2010-04-22 02:45,赫尔城,0-2,维拉
2551,2010-02-28 23:00,桑德兰,0-0,富勒姆
2552,2010-02-28 23:00,利物浦,2-1,布莱克本
2553,2010-02-28 21:00,热刺,2-1,埃弗顿
